date,ahr999
2020-11-07,1.4007587437110431
2020-11-08,1.2655030248552688
2020-11-09,1.3709091072560409
2020-11-10,1.3382856318677803
2020-11-11,1.3245852755256755
2020-11-12,1.3896794813237252
2020-11-13,1.4857494121162396
2020-11-14,1.485803510017408
2020-11-15,1.4335607091327993
2020-11-16,1.40744750179288
2020-11-17,1.5321081477017975
2020-11-18,1.705199306754793
2020-11-19,1.7277494397263897
2020-11-20,1.721997876609487
2020-11-21,1.8715267565821594
2020-11-22,1.866409885406221
2020-11-23,1.803679289602527
2020-11-24,1.794754073219513
2020-11-25,1.9331474417059573
2020-11-26,1.8493910461629341
2020-11-27,1.5439840607186288
2020-11-28,1.5292915044688449
2020-11-29,1.6317322918183015
2020-11-30,1.7092350333183828
2020-12-01,1.9842440133470565
2020-12-02,1.8108394699278096
2020-12-03,1.8802446492900435
2020-12-04,1.9184434452361454
2020-12-05,1.765433566011876
2020-12-06,1.8438105634789723
2020-12-07,1.8712056951296319
2020-12-08,1.8326519999020459
2020-12-09,1.6621572031089102
2020-12-10,1.6963660954290085
2020-12-11,1.6356672097721356
2020-12-12,1.5900453265545667
2020-12-13,1.7171116398654283
2020-12-14,1.7704411335676125
2020-12-15,1.7807723604237649
2020-12-16,1.8037816956531865
2020-12-17,2.1604692935059533
2020-12-18,2.4608564228808887
2020-12-19,2.517965881358071
2020-12-20,2.6633199442345488
2020-12-21,2.5627118421128507
2020-12-22,2.4029123036302966
2020-12-23,2.6004920195002734
2020-12-24,2.469173762495588
2020-12-25,2.560286684750078
2020-12-26,2.751421174292654
2020-12-27,3.1386130114764383
2020-12-28,3.081820045181968
2020-12-29,3.2507927893210007
2020-12-30,3.296008501679628
2020-12-31,3.6374357908172112
2021-01-01,3.650446488459558
2021-01-02,3.721239477974324
2021-01-03,4.418524663416427
2021-01-04,4.5733569851818014
2021-01-05,4.311609019409347
2021-01-06,4.8402970272502985
2021-01-07,5.629912970979258
2021-01-08,6.380949249307389
2021-01-09,6.786782757738569
2021-01-10,6.554281385104637
2021-01-11,5.897986829371077
2021-01-12,5.018941810296749
2021-01-13,4.540711715088859
2021-01-14,5.453621514014295
2021-01-15,5.950572480076819
2021-01-16,5.218682200575533
2021-01-17,4.992715052828498
2021-01-18,4.851215874714341
2021-01-19,5.042445684944642
2021-01-20,4.840843465069279
2021-01-21,4.669208869848901
2021-01-22,3.4829377833490356
2021-01-23,3.9599195551971746
2021-01-24,3.713679340200222
2021-01-25,3.737085308353564
2021-01-26,3.725633686662903
2021-01-27,3.744506752745287
2021-01-28,3.2484273632506024
2021-01-29,4.0963702634015515
2021-01-30,4.058823177459605
2021-01-31,4.02109747783418
2021-02-01,3.7254146277477544
2021-02-02,3.7904146904821174
2021-02-03,4.216373237225134
2021-02-04,4.656603238520761
2021-02-05,4.485212282285624
2021-02-06,4.742874469229554
2021-02-07,4.98100489383648
2021-02-08,4.848532498625789
2021-02-09,6.776705673627467
2021-02-10,6.797446443255034
2021-02-11,6.288792957093668
2021-02-12,7.085317960725282
2021-02-13,6.911702290676951
2021-02-14,6.744019170671086
2021-02-15,7.142029396098611
2021-02-16,6.863635785075501
2021-02-17,7.167584425538059
2021-02-18,7.977475980208563
2021-02-19,7.765354568360474
2021-02-20,8.998222533346686
2021-02-21,8.972215852993639
2021-02-22,9.359857969398488
2021-02-23,8.234362368339312
2021-02-24,6.627106088369703
2021-02-25,6.808089292273881
2021-02-26,6.082352024263076
2021-02-27,5.821320313871899
2021-02-28,5.735649374639857
2021-03-01,5.4373138686232885
2021-03-02,6.506790354916763
2021-03-03,6.145025176287072
2021-03-04,6.634353821565253
2021-03-05,6.069823555402216
2021-03-06,6.112748601338361
2021-03-07,6.066780855007349
2021-03-08,6.581824183388949
2021-03-09,6.807880569374451
2021-03-10,7.420851578298405
2021-03-11,7.662042389698756
2021-03-12,8.103416104755128
2021-03-13,7.896823533989208
2021-03-14,8.913797473222301
2021-03-15,8.274837191980689
2021-03-16,7.277739234500633
2021-03-17,7.467138543552823
2021-03-18,7.944688280219211
2021-03-19,7.5949432407690365
2021-03-20,7.65010657226027
2021-03-21,7.574024478001579
2021-03-22,7.300727249223825
2021-03-23,6.4943781844980535
2021-03-24,6.479623895015691
2021-03-25,5.961124943150082
2021-03-26,5.673971564777082
2021-03-27,6.395733226497631
2021-03-28,6.526847914956913
2021-03-29,6.456975767626447
2021-03-30,6.811940469902536
2021-03-31,7.022794960581835
2021-04-01,6.952361481373801
2021-04-02,6.923310295985309
2021-04-03,6.924633460121281
2021-04-04,6.450258801189219
2021-04-05,6.646992336381101
2021-04-06,6.67498378589939
2021-04-07,6.392437955549868
2021-04-08,5.886549199191914
2021-04-09,6.3018433058177274
2021-04-10,6.224261901320477
2021-04-11,6.503920879111021
2021-04-12,6.509353677070524
2021-04-13,6.384215962330952
2021-04-14,7.109459072086361
2021-04-15,6.938620424578547
2021-04-16,6.908519910214952
2021-04-17,6.470801331022188
2021-04-18,6.235689974045885
2021-04-19,5.29267803056691
2021-04-20,5.147499264760202
2021-04-21,5.243488904342959
2021-04-22,4.724424802064023
2021-04-23,4.320370353147158
2021-04-24,4.183171083661984
2021-04-25,3.970565486563201
2021-04-26,3.7834427863421025
2021-04-27,4.543153127899414
2021-04-28,4.670225575900443
2021-04-29,4.597481902779591
2021-04-30,4.344453130510135
2021-05-01,4.996070029508203
2021-05-02,4.968398765459158
2021-05-03,4.7192994704388225
2021-05-04,4.774131161359338
2021-05-05,4.098607635549155
2021-05-06,4.724192999547437
2021-05-07,4.514761300929098
2021-05-08,4.623432951694738
2021-05-09,4.8274822943133
2021-05-10,4.683556976997641
2021-05-11,4.268173358617001
2021-05-12,4.363700135708578
2021-05-13,3.3292030575363145
2021-05-14,3.2957613522855125
2021-05-15,3.2922932406374366
2021-05-16,2.869345524758206
2021-05-17,2.8112073283472263
2021-05-18,2.450122287075742
2021-05-19,2.372497536396469
2021-05-20,1.7269950703793406
2021-05-21,2.0929672063321156
2021-05-22,1.7623083592771698
2021-05-23,1.7664144523291454
2021-05-24,1.5012700056326704
2021-05-25,1.8655982864631637
2021-05-26,1.8164526126884128
2021-05-27,1.8932575673093661
2021-05-28,1.8054832443268032
2021-05-29,1.5419448452922158
2021-05-30,1.4425220287545506
2021-05-31,1.5232515350665585
2021-06-01,1.6571287352868693
2021-06-02,1.596224045669044
2021-06-03,1.6661731971321572
2021-06-04,1.8045022422795876
2021-06-05,1.5854358655637966
2021-06-06,1.4651581562662035
2021-06-07,1.482610432603132
2021-06-08,1.2968137670169022
2021-06-09,1.2781326150516685
2021-06-10,1.5924706937329007
2021-06-11,1.5267658214324455
2021-06-12,1.5731249242971759
2021-06-13,1.4201194907763501
2021-06-14,1.7016083433410811
2021-06-15,1.8166852134496725
2021-06-16,1.7836008361249365
2021-06-17,1.6166831740239116
2021-06-18,1.588408468873118
2021-06-19,1.4007059651290752
2021-06-20,1.3718850898650683
2021-06-21,1.3718950495405202
2021-06-22,1.0759547095883883
2021-06-23,1.1330078674257957
2021-06-24,1.2108217654813573
2021-06-25,1.2766605968464295
2021-06-26,1.0568877507938266
2021-06-27,1.0992182241104753
2021-06-28,1.2625135891899357
2021-06-29,1.242186299181629
2021-06-30,1.3412395999018478
2021-07-01,1.2712647972604885
2021-07-02,1.1609354157303629
2021-07-03,1.1772862632703485
2021-07-04,1.2292323506753298
2021-07-05,1.2686756201104907
2021-07-06,1.1551739491154438
2021-07-07,1.18598750983281
2021-07-08,1.1592900273177453
2021-07-09,1.0868076897086312
2021-07-10,1.1467916349908762
2021-07-11,1.1230211934428824
2021-07-12,1.1697390754778403
2021-07-13,1.0907154050690782
2021-07-14,1.0615704931176917
2021-07-15,1.0658140728658516
2021-07-16,1.0004910404819587
2021-07-17,0.9708106588156262
2021-07-18,0.9773322310115861
2021-07-19,0.9921470334453388
2021-07-20,0.9315678223101519
2021-07-21,0.8685081184030868
2021-07-22,1.0091520185076535
2021-07-23,1.018453066433463
2021-07-24,1.0995926891770682
2021-07-25,1.1441606415996446
2021-07-26,1.2170081597629985
2021-07-27,1.3492887486292262
2021-07-28,1.5136535514167018
2021-07-29,1.5496895395682035
2021-07-30,1.5498667376759698
2021-07-31,1.7186996423232888
2021-08-01,1.6555372159094788
2021-08-02,1.5313313588635948
2021-08-03,1.474027273908547
2021-08-04,1.4002624209945722
2021-08-05,1.512089044478039
2021-08-06,1.595529462284321
2021-08-07,1.7492252699217528
2021-08-08,1.88995856026158
2021-08-09,1.8199713349551874
2021-08-10,2.0260251562411273
2021-08-11,1.9611549477899384
2021-08-12,1.9532712876580296
2021-08-13,1.851700740248488
2021-08-14,2.136389324228705
2021-08-15,2.0666119248762964
2021-08-16,2.052808597383737
2021-08-17,1.95395929348984
2021-08-18,1.844306489228414
2021-08-19,1.8440596150482214
2021-08-20,2.0049918784204896
2021-08-21,2.2275715503720526
2021-08-22,2.180151946521149
2021-08-23,2.21217947261167
2021-08-24,2.2304300752965838
2021-08-25,2.063390475778116
2021-08-26,2.1699823870333432
2021-08-27,1.9829247902714795
2021-08-28,2.1679972594394328
2021-08-29,2.1504937363269288
2021-08-30,2.1401740507107205
2021-08-31,1.9820980623572102
2021-09-01,1.9860341004916262
2021-09-02,2.129626115273336
2021-09-03,2.1688836482893636
2021-09-04,2.2295210969505916
2021-09-05,2.22018646764026
2021-09-06,2.3830695901151526
2021-09-07,2.462509798813741
2021-09-08,1.946486630453758
2021-09-09,1.8594704561071596
2021-09-10,1.9099877871595479
2021-09-11,1.7857852814786197
2021-09-12,1.8111100982781738
2021-09-13,1.8782542762312735
2021-09-14,1.788011703457496
2021-09-15,1.9594753362675952
2021-09-16,2.0457422993553664
2021-09-17,2.009821767668104
2021-09-18,1.9661798537330366
2021-09-19,2.0472997121397474
2021-09-20,1.9609171941617956
2021-09-21,1.6231011435767442
2021-09-22,1.4512205298707994
2021-09-23,1.6630410750042273
2021-09-24,1.7653958809134542
2021-09-25,1.6071744989041608
2021-09-26,1.59822417274659
2021-09-27,1.6368594857238823
2021-09-28,1.5600510953627913
2021-09-29,1.4778094020520613
2021-09-30,1.514050080088547
2021-10-01,1.684079598851252
2021-10-02,2.0315449869179814
2021-10-03,1.9923664324982193
2021-10-04,2.0362955408099337
2021-10-05,2.1177879431683713
2021-10-06,2.3201203271009407
2021-10-07,2.677608770269118
2021-10-08,2.528658756722552
2021-10-09,2.5376261137488543
2021-10-10,2.6314597662437613
2021-10-11,2.606802996161624
2021-10-12,2.874460232056731
2021-10-13,2.723992407948175
2021-10-14,2.8513601991687576
2021-10-15,2.8447709185535417
2021-10-16,3.278344548075731
2021-10-17,3.197445247781008
2021-10-18,3.2624681953968846
2021-10-19,3.310140482622067
2021-10-20,3.5477896049361046
2021-10-21,3.7327003416231577
2021-10-22,3.313967301020059
2021-10-23,3.1473236098517723
2021-10-24,3.2127109891670047
2021-10-25,3.1579890906293038
2021-10-26,3.3781945129229043
2021-10-27,3.0925483768429656
2021-10-28,2.899471269539849
2021-10-29,3.113045817560212
2021-10-30,3.2763395492107668
2021-10-31,3.231925840067224
2021-11-01,3.1732596627837113
2021-11-02,3.133070140772115
2021-11-03,3.368319995920934
2021-11-04,3.330360490903032
2021-11-05,3.1700316937551287
2021-11-06,3.1244666684025724
2021-11-07,3.1690830438069386
2021-11-08,3.3490920144193033
2021-11-09,3.7987690896735073
2021-11-10,3.722329828966597
2021-11-11,3.497099191753673
2021-11-12,3.475560208671067
2021-11-13,3.3931869009374442
2021-11-14,3.4177459486379735
2021-11-15,3.5242031029429333
2021-11-16,3.3261925389475744
2021-11-17,2.958502245919292
2021-11-18,2.9759005821427915
2021-11-19,2.6407877393540216
2021-11-20,2.7515192920443305
2021-11-21,2.9013419354414673
2021-11-22,2.798966500181505
2021-11-23,2.5714166638656293
2021-11-24,2.684531392293534
2021-11-25,2.6444225790734106
2021-11-26,2.809431515293705
2021-11-27,2.3312136772533667
2021-11-28,2.422967892189933
2021-11-29,2.641930933250439
2021-11-30,2.6864271891286227
2021-12-01,2.596496841681766
2021-12-02,2.618902950617832
2021-12-03,2.5488032871164097
2021-12-04,2.2988002925073285
2021-12-05,1.9240928491323712
2021-12-06,1.935440119633847
2021-12-07,2.0233133036432407
2021-12-08,2.0245915990711456
2021-12-09,2.0017979014409217
2021-12-10,1.7801385181985614
2021-12-11,1.7481480333441457
2021-12-12,1.9014433781468434
2021-12-13,1.9556492768768063
2021-12-14,1.6951985143677177
2021-12-15,1.8135690399097395
2021-12-16,1.847335411150915
2021-12-17,1.7496365700103502
2021-12-18,1.6420934259554718
2021-12-19,1.68335875171212
2021-12-20,1.6689525325009917
2021-12-21,1.6782035356263842
2021-12-22,1.8234061979715708
2021-12-23,1.7952866483306642
2021-12-24,1.9540159867642224
2021-12-25,1.9513146517532154
2021-12-26,1.9124409685650579
2021-12-27,1.9355482899103849
2021-12-28,1.920732305282464
2021-12-29,1.6919298566137715
2021-12-30,1.6082239130007976
2021-12-31,1.6519221351118711
2022-01-01,1.5893599170098935
2022-01-02,1.6812127475568508
2022-01-03,1.6537219769802813
2022-01-04,1.5889604343648922
2022-01-05,1.5471025767080384
2022-01-06,1.390646808667999
2022-01-07,1.3614935470305651
2022-01-08,1.25961134770181
2022-01-09,1.2669941448342192
2022-01-10,1.2747102333714633
2022-01-11,1.2664502087127498
2022-01-12,1.3193321302457237
2022-01-13,1.3908860718597285
2022-01-14,1.3039313812796516
2022-01-15,1.331783396714501
2022-01-16,1.3332546245374322
2022-01-17,1.3269183473544661
2022-01-18,1.2710018376708665
2022-01-19,1.2754727790502636
2022-01-20,1.2351633278470617
2022-01-21,1.1718550025565333
2022-01-22,0.9395081723784496
2022-01-23,0.8663996686031072
2022-01-24,0.9267452096746803
2022-01-25,0.9445408820129989
2022-01-26,0.9582431078366334
2022-01-27,0.9510004411702042
2022-01-28,0.964282703215731
2022-01-29,0.9965844433001515
2022-01-30,1.0142434154890332
2022-01-31,1.000018937542828
2022-02-01,1.027620920397319
2022-02-02,1.039292623124754
2022-02-03,0.9431210217382425
2022-02-04,0.9516846851787142
2022-02-05,1.1845251003998798
2022-02-06,1.1776962304659266
2022-02-07,1.2300097733524264
2022-02-08,1.3118234415597032
2022-02-09,1.322925616399346
2022-02-10,1.3346853982765325
2022-02-11,1.28543628759235
2022-02-12,1.215700168768475
2022-02-13,1.203774582664124
2022-02-14,1.1974893384912337
2022-02-15,1.2201215399859222
2022-02-16,1.3349286513091196
2022-02-17,1.2948469540355068
2022-02-18,1.1015892251790205
2022-02-19,1.0717702016338373
2022-02-20,1.0751351493514283
2022-02-21,0.9851770290246297
2022-02-22,0.9162762620955198
2022-02-23,0.9767623381437974
2022-02-24,0.9257706884612031
2022-02-25,0.9783816005857311
2022-02-26,1.0233853613542083
2022-02-27,1.0169692159339867
2022-02-28,0.945557104047893
2022-03-01,1.2395314602337346
2022-03-02,1.3060870423336737
2022-03-03,1.2796371769471333
2022-03-04,1.1947452772682787
2022-03-05,1.015318486468917
2022-03-06,1.0280257972129188
2022-03-07,0.9773428756430621
2022-03-08,0.9584632863656645
2022-03-09,0.9931620247279735
2022-03-10,1.165207226763049
2022-03-11,1.028659263464641
2022-03-12,0.9952748544386082
2022-03-13,0.9997240517774035
2022-03-14,0.9471173367659494
2022-03-15,1.039901532709817
2022-03-16,1.0226302477878455
2022-03-17,1.1182620372166046
2022-03-18,1.1072667199810795
2022-03-19,1.1529895186646482
2022-03-20,1.17420847093813
2022-03-21,1.1217688264199432
2022-03-22,1.1120992681319752
2022-03-23,1.1826158656303647
2022-03-24,1.211410673341084
2022-03-25,1.2725708652805778
2022-03-26,1.294520751671917
2022-03-27,1.3023704896422748
2022-03-28,1.4395706671239665
2022-03-29,1.4548836033412145
2022-03-30,1.4747914072059236
2022-03-31,1.448316324007601
2022-04-01,1.3554244622742624
2022-04-02,1.3974029572919728
2022-04-03,1.3703040755498885
2022-04-04,1.4041153882339836
2022-04-05,1.4134389266721208
2022-04-06,1.3473320486398965
2022-04-07,1.211826338398012
2022-04-08,1.2276069192326131
2022-04-09,1.1582555921023525
2022-04-10,1.1840291858398209
2022-04-11,1.1509340343551275
2022-04-12,1.009466859434927
2022-04-13,1.0389033267084995
2022-04-14,1.0921671790606635
2022-04-15,1.0275097447763384
2022-04-16,1.0582247799584237
2022-04-17,1.0500334661987816
2022-04-18,1.0131601161596224
2022-04-19,1.0695084965529587
2022-04-20,1.1045786436763265
2022-04-21,1.0971161298060315
2022-04-22,1.0523709620011075
2022-04-23,1.0117486621570653
2022-04-24,0.9986612162638132
2022-04-25,0.9988561919710243
2022-04-26,1.049088382769388
2022-04-27,0.9322947277296031
2022-04-28,0.988416268188769
2022-04-29,1.0155548207838163
2022-04-30,0.9577970468127668
2022-05-01,0.9147324490314168
2022-05-02,0.9526780259518208
2022-05-03,0.9562034357817946
2022-05-04,0.9190218233468501
2022-05-05,1.017264293891798
2022-05-06,0.8647304762890883
2022-05-07,0.8410927538475704
2022-05-08,0.8175444931353354
2022-05-09,0.7540301364703942
2022-05-10,0.597135804254163
2022-05-11,0.6281418921119102
2022-05-12,0.5481411641085554
2022-05-13,0.5530996497165129
2022-05-14,0.5643339685329992
2022-05-15,0.5974616039182825
2022-05-16,0.6475374678002255
2022-05-17,0.5906394580144358
2022-05-18,0.614545190261009
2022-05-19,0.5490775201916221
2022-05-20,0.6130115239139783
2022-05-21,0.5703027973205042
2022-05-22,0.5809512137484095
2022-05-23,0.617602149683018
2022-05-24,0.570792709109534
2022-05-25,0.5940866887564331
2022-05-26,0.5920138523605011
2022-05-27,0.5810686791189215
2022-05-28,0.5580936943985606
2022-05-29,0.5754082124927326
2022-05-30,0.5939650595938636
2022-05-31,0.6911832281389099
2022-06-01,0.6957901035909726
2022-06-02,0.6127295259808632
2022-06-03,0.6424105319324268
2022-06-04,0.6122970255290616
2022-06-05,0.6190559324227637
2022-06-06,0.6236234940704116
2022-06-07,0.6872806258208977
2022-06-08,0.6789707556854134
2022-06-09,0.640191141774596
2022-06-10,0.6371185990546728
2022-06-11,0.5957101616099573
2022-06-12,0.5682668186313958
2022-06-13,0.5059454657587907
2022-06-14,0.359200747203125
2022-06-15,0.3510891019335136
2022-06-16,0.3643800941922219
2022-06-17,0.29828317946529503
2022-06-18,0.3020622833370001
2022-06-19,0.2615684811966294
2022-06-20,0.3069399266771481
2022-06-21,0.30935485861821416
2022-06-22,0.3142471933917144
2022-06-23,0.2933833415348755
2022-06-24,0.3275094274016123
2022-06-25,0.3332023746570961
2022-06-26,0.34256421238343615
2022-06-27,0.3288499550951248
2022-06-28,0.3205876039316173
2022-06-29,0.3077455571038378
2022-06-30,0.3035231132865313
2022-07-01,0.2959156644929284
2022-07-02,0.2807559630836355
2022-07-03,0.2807629528171616
2022-07-04,0.2833563725275699
2022-07-05,0.3122325145666883
2022-07-06,0.31220585268335027
2022-07-07,0.3241727115683783
2022-07-08,0.3604145389096978
2022-07-09,0.3640426790784804
2022-07-10,0.360886890111453
2022-07-11,0.3377717863517445
2022-07-12,0.31076871273781925
2022-07-13,0.2920994265795029
2022-07-14,0.3205648018919304
2022-07-15,0.3332511062445533
2022-07-16,0.3428752390203098
2022-07-17,0.3558769916078487
2022-07-18,0.3431134118889315
2022-07-19,0.4020567425491341
2022-07-20,0.4368309260435365
2022-07-21,0.4319176773467186
2022-07-22,0.4303683011320646
2022-07-23,0.4145560932035023
2022-07-24,0.4067580273974361
2022-07-25,0.41276963388325216
2022-07-26,0.36938435961040117
2022-07-27,0.366146707642488
2022-07-28,0.4274739796802546
2022-07-29,0.4628909454928033
2022-07-30,0.4617710721391904
2022-07-31,0.4569833875699081
2022-08-01,0.4457635587932108
2022-08-02,0.4455012201902813
2022-08-03,0.4339365681304938
2022-08-04,0.4297856254331128
2022-08-05,0.4223611257266068
2022-08-06,0.44834312312079533
2022-08-07,0.43663087617260654
2022-08-08,0.4456703254456951
2022-08-09,0.47101038743582074
2022-08-10,0.44618883753443245
2022-08-11,0.4773098028766635
2022-08-12,0.4780922526639453
2022-08-13,0.49644408303020016
2022-08-14,0.4979830319548839
2022-08-15,0.4939239073692388
2022-08-16,0.48662523979267036
2022-08-17,0.4773332634911805
2022-08-18,0.4565649563665846
2022-08-19,0.45216009286443454
2022-08-20,0.3662687710513418
2022-08-21,0.3771273048781002
2022-08-22,0.3910664448485522
2022-08-23,0.3869559997402873
2022-08-24,0.3923315853056241
2022-08-25,0.3883986449348904
2022-08-26,0.39658927949002143
2022-08-27,0.3500608887673656
2022-08-28,0.3434017454204118
2022-08-29,0.32991945537887035
2022-08-30,0.3542479060630258
2022-08-31,0.3379343202756906
2022-09-01,0.34744026762077723
2022-09-02,0.35094975628452374
2022-09-03,0.34642339602404376
2022-09-04,0.3426632174939053
2022-09-05,0.3490511651933039
2022-09-06,0.34393022290920067
2022-09-07,0.31156348698677566
2022-09-08,0.3275184828463826
2022-09-09,0.32956310956072227
2022-09-10,0.4037719364582873
2022-09-11,0.4159431094464509
2022-09-12,0.42010456345468145
2022-09-13,0.4443101312402614
2022-09-14,0.3624681763440059
2022-09-15,0.36532007276872375
2022-09-16,0.34686930258926063
2022-09-17,0.35040339906399404
2022-09-18,0.3639346505566107
2022-09-19,0.33974710381274315
2022-09-20,0.34514128134412
2022-09-21,0.32321981621862994
2022-09-22,0.311943172307535
2022-09-23,0.3429587533872967
2022-09-24,0.3396498059494963
2022-09-25,0.32786225754676124
2022-09-26,0.324215935624523
2022-09-27,0.33961223356530384
2022-09-28,0.33628127550989373
2022-09-29,0.3485566911993436
2022-09-30,0.35455796118239724
2022-10-01,0.3502617475471271
2022-10-02,0.34680453744494283
2022-10-03,0.3381613218739823
2022-10-04,0.35995888273188315
2022-10-05,0.38750964190982545
2022-10-06,0.3818389726177915
2022-10-07,0.3750946534144704
2022-10-08,0.360715058221294
2022-10-09,0.3569513349103961
2022-10-10,0.3590174278243497
2022-10-11,0.34879980164290375
2022-10-12,0.34672002635385046
2022-10-13,0.35159932555468976
2022-10-14,0.3610991241277749
2022-10-15,0.3549729982621801
2022-10-16,0.3518677928151708
2022-10-17,0.36046377847637284
2022-10-18,0.37222941578616253
2022-10-19,0.3652396408297816
2022-10-20,0.3589876829256511
2022-10-21,0.35698478223085994
2022-10-22,0.3626538716258875
2022-10-23,0.3651438236764701
2022-10-24,0.3800244622520296
2022-10-25,0.372495849715753
2022-10-26,0.4028610120880956
2022-10-27,0.4316727236672087
2022-10-28,0.4127898692449915
2022-10-29,0.42627858625884096
2022-10-30,0.43648085886256804
2022-10-31,0.42977324259685884
2022-11-01,0.42493573225997183
2022-11-02,0.42540051314002464
2022-11-03,0.4131593228129994
2022-11-04,0.41597363052385644
2022-11-05,0.4563744550961166
2022-11-06,0.4634585092378077
2022-11-07,0.44890536380422214
2022-11-08,0.43608383880635965
2022-11-09,0.3542880376517033
2022-11-10,0.2608017115113947
2022-11-11,0.3205454453302469
2022-11-12,0.30188935755503327
2022-11-13,0.2944082257330723
2022-11-14,0.27982665163123527
2022-11-15,0.2899145667545663
2022-11-16,0.30019464127927703
2022-11-17,0.2934947939905193
2022-11-18,0.29500122691626485
2022-11-19,0.2961907832851395
2022-11-20,0.297651927886175
2022-11-21,0.2837558987328748
2022-11-22,0.2671179231347892
2022-11-23,0.2820934318421732
2022-11-24,0.29755941842944683
2022-11-25,0.2979504903569642
2022-11-26,0.2956157521667508
2022-11-27,0.2941469645886033
2022-11-28,0.2937942786838592
2022-11-29,0.2863968567547755
2022-11-30,0.2950119915056589
2022-12-01,0.3220370103343714
2022-12-02,0.31520497464940983
2022-12-03,0.320257222224519
2022-12-04,0.31403607936351957
2022-12-05,0.3227514153247776
2022-12-06,0.31754235801728536
2022-12-07,0.32232468607415016
2022-12-08,0.31376925733730215
2022-12-09,0.3288166372307179
2022-12-10,0.3255782034863938
2022-12-11,0.3259266950042176
2022-12-12,0.3254089153098496
2022-12-13,0.32987273156456187
2022-12-14,0.3527480266622436
2022-12-15,0.3544598701261716
2022-12-16,0.3373164886967174
2022-12-17,0.3106589891448124
2022-12-18,0.31687835077531823
2022-12-19,0.31604664940989186
2022-12-20,0.3047846663618889
2022-12-21,0.3227215584746592
2022-12-22,0.3199908470186922
2022-12-23,0.32097444111408957
2022-12-24,0.3203632421235823
2022-12-25,0.32291592378301137
2022-12-26,0.32328867880970424
2022-12-27,0.32682061198756446
2022-12-28,0.3195483722476331
2022-12-29,0.3137924856452024
2022-12-30,0.3175660341035185
2022-12-31,0.3162485286948749
2023-01-01,0.3142303065468199
2023-01-02,0.31730719484285236
2023-01-03,0.31968421561878974
2023-01-04,0.31931575547445396
2023-01-05,0.3261937137527557
2023-01-06,0.3251031199176095
2023-01-07,0.329529272546779
2023-01-08,0.32956258733700844
2023-01-09,0.33490121151336344
2023-01-10,0.33874921096797916
2023-01-11,0.34875338191605226
2023-01-12,0.37599817460683854
2023-01-13,0.4075854413791981
2023-01-14,0.4534024144332153
2023-01-15,0.5026389604907331
2023-01-16,0.4974231687790229
2023-01-17,0.5107580122358353
2023-01-18,0.5092269225912027
2023-01-19,0.4859255296879548
2023-01-20,0.5040350819142246
2023-01-21,0.5820270116448145
2023-01-22,0.5861794793091082
2023-01-23,0.5822984848002901
2023-01-24,0.5921904241031493
2023-01-25,0.5765113031050911
2023-01-26,0.5997943743319771
2023-01-27,0.5947678641147839
2023-01-28,0.5962036829076547
2023-01-29,0.5925058314041334
2023-01-30,0.6301330560203146
2023-01-31,0.5806389657897228
2023-02-01,0.5948509319966303
2023-02-02,0.6241431926502187
2023-02-03,0.609918769810586
2023-02-04,0.6078990391149279
2023-02-05,0.6013233594389278
2023-02-06,0.5813608459544529
2023-02-07,0.5708398914430233
2023-02-08,0.5957662785866004
2023-02-09,0.5789296766755054
2023-02-10,0.5229316905863451
2023-02-11,0.5143311232556301
2023-02-12,0.5241204674215394
2023-02-13,0.5196511676501857
2023-02-14,0.5200020197853501
2023-02-15,0.539743677721076
2023-02-16,0.6450604534048991
2023-02-17,0.6084346803519552
2023-02-18,0.6571212846107657
2023-02-19,0.6601474447608072
2023-02-20,0.6430585014073367
2023-02-21,0.6684927047077504
2023-02-22,0.6464748979055195
2023-02-23,0.6326074512950816
2023-02-24,0.6190721846386225
2023-02-25,0.5805254786349684
2023-02-26,0.5785702688284224
2023-02-27,0.597443812058504
2023-02-28,0.5948188562263196
2023-03-01,0.5757085856342211
2023-03-02,0.6000656719122176
2023-03-03,0.590885742607036
2023-03-04,0.5357516016970746
2023-03-05,0.5349037568100602
2023-03-06,0.538366425016127
2023-03-07,0.5374443407303195
2023-03-08,0.5265789784691544
2023-03-09,0.5026791453665717
2023-03-10,0.4416244552460694
2023-03-11,0.4335283085347826
2023-03-12,0.45222496429938164
2023-03-13,0.521041642540421
2023-03-14,0.6206276977430785
2023-03-15,0.648777786730611
2023-03-16,0.626803667259804
2023-03-17,0.6607991850710228
2023-03-18,0.790965397540839
2023-03-19,0.7615844379691402
2023-03-20,0.8210330436145965
2023-03-21,0.8029135093678086
2023-03-22,0.8233004255395191
2023-03-23,0.7718582375047065
2023-03-24,0.8283562180545878
2023-03-25,0.7779850813758689
2023-03-26,0.7761046404743607
2023-03-27,0.8021057860040045
2023-03-28,0.7513928607887831
2023-03-29,0.7570667677283756
2023-03-30,0.8163913863486933
2023-03-31,0.7962830052124928
2023-04-01,0.8196271346197158
2023-04-02,0.8167002166263716
2023-04-03,0.7985031867990617
2023-04-04,0.7744743549570272
2023-04-05,0.7931862623423952
2023-04-06,0.79127438464894
2023-04-07,0.7813244548408653
2023-04-08,0.7724894964683089
2023-04-09,0.7718722462177801
2023-04-10,0.7906377207679526
2023-04-11,0.8630778208999823
2023-04-12,0.8940317198843758
2023-04-13,0.8711335860911424
2023-04-14,0.8983452732491094
